-118.2854463360723,34.02110277384332
-118.28544971097767,34.021102798452425
-118.28545308531528,34.02110287227654
-118.28545645851746,34.02110299530607
-118.28545983001666,34.021103167525
-118.28546319924556,34.02110338891091
-118.28546656563712,34.021103659435
-118.28546992862468,34.021103979062055
-118.28547328764198,34.02110434775049
-118.28547664212329,34.021104765452314
-118.28547999150344,34.02110523211318
-118.28548333521792,34.02110574767235
-118.28548667270294,34.021106312062734
-118.2854900033955,34.02110692521087
-118.28549332673343,34.02110758703697
-118.28549664215555,34.0211082974549
-118.28549994910165,34.0211090563722
-118.28550324701258,34.021109863690086
-118.28550653533038,34.02111071930349
-118.2855098134983,34.021111623101056
-118.28551308096083,34.02111257496514
-118.28551633716387,34.02111357477183
-118.28551958155475,34.02111462239102
-118.28552281358226,34.02111571768631
-118.2855260326968,34.02111686051514
-118.28552923835036,34.021118050728745
-118.28553242999672,34.02111928817218
-118.28553560709136,34.021120572684346
-118.28553876909164,34.021121904098024
-118.28554191545685,34.02112328223987
-118.2855450456482,34.02112470693046
-118.28554815912906,34.02112617798429
-118.28555125536484,34.02112769520984
-118.28555433382316,34.02112925840954
-118.28555739397389,34.02113086737984
-118.28556043528924,34.02113252191121
-118.28556345724381,34.02113422178821
-118.28556645931465,34.02113596678945
-118.28556944098135,34.02113775668767
-118.28557240172606,34.02113959124974
-118.28557534103359,34.02114147023673
-118.28557825839152,34.021143393403875
-118.28558115329018,34.02114536050067
-118.28558402522273,34.02114737127086
-118.28558687368528,34.02114942545249
-118.28558969817692,34.021151522777956
-118.28559249819975,34.02115366297397
-118.28559527325902,34.021155845761704
-118.28559802286313,34.021158070856714
-118.2856007465237,34.02116033796904
-118.28560344375565,34.021162646803255
-118.28560611407728,34.021164997058435
-118.28560875701028,34.02116738842827
-118.28561137207981,34.021169820601045
-118.28561395881461,34.02117229325973
-118.28561651674697,34.02117480608199
-118.28561904541287,34.02117735874022
-118.28562154435198,34.021179950901605
-118.28562401310778,34.02118258222815
-118.28562645122753,34.02118525237674
-118.28562885826244,34.021187960999164
-118.28563123376763,34.021190707742164
-118.28563357730222,34.021193492247484
-118.28563588842941,34.02119631415191
-118.28563816671651,34.02119917308733
-118.285640411735,34.021202068680765
-118.28564262306057,34.02120500055441
-118.28564480027319,34.02120796832572
-118.2856469429572,34.021210971607395
-118.28564905070128,34.02121401000749
-118.28565112309856,34.02121708312945
-118.28565315974667,34.021220190572116
-118.28565516024777,34.021223331929846
-118.2856571242086,34.0212265067925
-118.28565905124057,34.02122971474555
-118.28566094095976,34.02123295537009
-118.28566279298698,34.0212362282429
-118.28566460694785,34.02123953293651
-118.2856663824728,34.021242869019254
-118.28566811919715,34.021246236055305
-118.28566981676117,34.021249633604754
-118.28567147481007,34.02125306122365
-118.2856730929941,34.02125651846407
-118.28567467096856,34.02126000487416
-118.28567620839387,34.02126351999818
-118.28567770493558,34.02126706337663
-118.28567916026448,34.0212706345462
-118.28568057405651,34.02127423303995
-118.28568194599299,34.02127785838724
-118.28568327576046,34.02128151011392
-118.28568456305088,34.02128518774229
-118.28568580756158,34.02128889079121
-118.28568700899534,34.02129261877613
-118.28568816706037,34.021296371209196
-118.28568928147045,34.02130014759927
-118.28569035194487,34.021303947452004
-118.2856913782085,34.021307770269914
-118.28569235999181,34.021311615552435
-118.28569329703099,34.021315482795984
-118.28569418906783,34.021319371494016
-118.28569503584988,34.0213232811371
-118.28569583713046,34.02132721121299
-118.2856965926686,34.021331161206675
-118.28569730222922,34.021335130600434
-118.28569796558304,34.02133911887393
-118.28569858250664,34.02134312550427
-118.28569915278253,34.02134714996605
-118.28569967619912,34.021351191731426
-118.2857001525508,34.02135525027021
-118.28570058163793,34.021359325049914
-118.28570096326686,34.02136341553581
-118.28570129724999,34.02136752119102
-118.28570158340575,34.021371641476556
-118.28570182155869,34.02137577585142
-118.28570201153941,34.02137992377265
-118.28570215318469,34.02138408469539
-118.28570224633737,34.02138825807298
-118.28570229084653,34.021392443357
-118.2857022865674,34.02139663999734
-118.2857022333614,34.0214008474423
-118.2857021310962,34.02140506513862
-118.28570197964567,34.02140929253158
-118.28570177888994,34.02141352906504
-118.28570152871544,34.02141777418157
-118.28570122901482,34.02142202732244
-118.28570087968708,34.02142628792774
-118.28570048063752,34.02143055543645
-118.28570003177771,34.021434829286505
-118.28569953302562,34.021439108914855
-118.28569898430553,34.02144339375755
-118.28569838554805,34.0214476832498
-118.2856977366902,34.02145197682606
-118.28569703767532,34.02145627392009
-118.28569628845317,34.02146057396504
-118.28569548897987,34.021464876393495
-118.28569463921792,34.02146918063759
-118.28569373913625,34.02147348612904
-118.28569278871014,34.02147779229922
-118.2856917879213,34.021482098579284
-118.28569073675784,34.02148640440015
-118.2856896352143,34.02149070919266
-118.28568848329157,34.02149501238759
-118.28568728099698,34.021499313415745
-118.28568602834429,34.02150361170805
-118.2856847253536,34.02150790669559
